itemNumber,price,freightCost/surcharge,eligibility(Promotion Restriction),category,brand,image,minRetailQty,Instock Qty,Shipping_date,date
G4576979,21.19,0.0,YES,Safety / Facility & Worksite Safety / Safety Alarms and Warnings / Audible & Visual Signaling Devices,Speco Technologies,Z1x1yulcpEx_.JPG,1,300,1,2024-08-26 18:22:36
G2674131,15.35,0.0,YES,Electrical Supplies / Wire & Cable / Extension Cords & Power Strips / Power Strips,Tripp Lite,Z1362xfo5oy.JPG,1,0,1,2024-08-26 18:23:29
G2955027,14.59,0.0,YES,"Power Transmission / Compressors, Air Tanks & Pneumatic Parts / Compressor, Air Tank & Pneumatic Tool Parts / Pneumatic Parts",Reelcraft,Z-rA1xlcpIx_.JPG,1,0,1,2024-08-26 18:23:34
G3944631,26.19,0.0,YES,Lab Equipment & Supplies / Lab Supplies & Consumables / Chemical Test Strips,Industrial Test Systems,Z0H3F_fo5oy.JPG,1,92,1,2024-08-26 18:21:28
G6166641,3.99,0.0,YES,"Power Transmission / Compressors, Air Tanks & Pneumatic Parts / Hose Fittings / Quick Connect Fittings",Hansen,Z0p2otocpEx_.JPG,1,0,1,2024-08-26 18:23:49
G2238302,31.89,0.0,YES,Abrasives & Polishers / Sharpening Abrasives / Sharpening Files,Norton Abrasives,Z_6N0_fo5oy.JPG,1,90,1,2024-08-26 18:22:15
G2358517,9.65,0.0,YES,"Tools & Machining / Hand Tools / Knives, Cutters & Snips / Utility Knives",Westward,Z__CLufo5oy.JPG,1,0,1,2024-08-26 18:24:10
G2674131,15.35,0.0,YES,Electrical Supplies / Wire & Cable / Extension Cords & Power Strips / Power Strips,Tripp Lite,Z1362xfo5oy.JPG,1,300,1,2024-08-26 18:23:29
G4233223,39.39,0.0,YES,"Power Transmission / Compressors, Air Tanks & Pneumatic Parts / Pneumatic Valves / Manual Air Control Valves",Pneumadyne,Z_s4q_mcpEx_.JPG,1,34,1,2024-08-26 18:21:58
G0261012,25.19,0.0,YES,Tools & Machining / Power Tools and Accessories / Power Saw Blades / Band Saw Blades,Morse,Z1I3svfo5oy.JPG,1,0,1,2024-08-26 18:24:25
G1008646,17.45,0.0,YES,Heating & Cooling / Heating Equipment / Heaters & Furnaces / Oil Burners & Accessories / Oil Burner Parts,Delavan,Z0y-0zfo5oy.JPG,1,31,1,2024-08-26 18:22:46
G6166641,3.99,0.0,YES,"Power Transmission / Compressors, Air Tanks & Pneumatic Parts / Hose Fittings / Quick Connect Fittings",Hansen,Z0p2otocpEx_.JPG,1,300,1,2024-08-26 18:23:49
G7575294,7.4,0.0,YES,"Welding, Soldering & Brazing / Welding Parts & Supplies / Welding Tips",Firepower,Z-t2HwkcpEx_.JPG,1,0,1,2024-08-26 18:24:33
G1026383,7.35,0.0,YES,Tools & Machining / Cutting Tools / Drill Bit and Tap Sets,Westward,Z30M9tfo5oy.JPG,1,0,1,2024-08-26 18:24:40
G2152046,14.39,0.0,YES,Safety / Personal Protective Equipment (PPE) / Gloves & Hand Protection / Welding Gloves,Caiman,Z1xv9wocpEx_.JPG,1,0,1,2024-08-26 18:24:45
G2358517,9.65,0.0,YES,"Tools & Machining / Hand Tools / Knives, Cutters & Snips / Utility Knives",Westward,Z__CLufo5oy.JPG,1,300,1,2024-08-26 18:24:10
G8497115,3.15,0.0,YES,Heating & Cooling / Fans / Axial Fans and Accessories,Dayton,Z0p1_yqcpEx-.JPG,1,0,1,2024-08-26 18:25:03
G7575294,7.4,0.0,YES,"Welding, Soldering & Brazing / Welding Parts & Supplies / Welding Tips",Firepower,Z-t2HwkcpEx_.JPG,1,300,1,2024-08-26 18:24:33
G1026383,7.35,0.0,YES,Tools & Machining / Cutting Tools / Drill Bit and Tap Sets,Westward,Z30M9tfo5oy.JPG,1,300,1,2024-08-26 18:24:40
G2152046,14.39,0.0,YES,Safety / Personal Protective Equipment (PPE) / Gloves & Hand Protection / Welding Gloves,Caiman,Z1xv9wocpEx_.JPG,1,300,1,2024-08-26 18:24:45
G4693351,35.99,0.0,YES,Heating & Cooling / HVAC Parts / Humidifier and Dehumidifier Parts,Fantech,Z_tLwvmcd59PIpHv.JPG,1,0,1,2024-08-26 18:25:33
G0277733,13.19,0.0,YES,Heating & Cooling / Heating Equipment / Heaters & Furnaces / Electric Heaters & Accessories / Electric Heater Accessories / Electric Baseboard Heater Accessories,Dayton,Z0G6o_fo5oy.JPG,1,0,1,2024-08-26 18:25:38
G2955027,14.59,0.0,YES,"Power Transmission / Compressors, Air Tanks & Pneumatic Parts / Compressor, Air Tank & Pneumatic Tool Parts / Pneumatic Parts",Reelcraft,Z-rA1xlcpIx_.JPG,1,71,1,2024-08-26 18:23:34
G0282265,7.69,0.0,YES,Electrical Supplies / Electrical Boxes & Covers / Electrical Box Hardware,Raco,Z--1Fzfo5oy.JPG,1,0,1,2024-08-26 18:25:44
G8497115,3.15,0.0,YES,Heating & Cooling / Fans / Axial Fans and Accessories,Dayton,Z0p1_yqcpEx-.JPG,1,300,1,2024-08-26 18:25:03
G4043864,7.19,0.0,YES,Vehicle Maintenance / Automotive Service & Shop Tools / Service & Shop Tools / Lug Nut Wrenches,Phoenix,Z0K4Iyfo5oy.JPG,1,0,1,2024-08-26 18:25:54
G9680730,18.75,0.0,NO,"Welding, Soldering & Brazing / Welding Protection / Welding Helmet Accessories",Miller Electric,Z2sIyuncpIx_.JPG,1,0,1,2024-08-26 18:26:01
G0261012,25.19,0.0,YES,Tools & Machining / Power Tools and Accessories / Power Saw Blades / Band Saw Blades,Morse,Z1I3svfo5oy.JPG,1,78,1,2024-08-26 18:24:25
G4693351,35.99,0.0,YES,Heating & Cooling / HVAC Parts / Humidifier and Dehumidifier Parts,Fantech,Z_tLwvmcd59PIpHv.JPG,1,300,1,2024-08-26 18:25:33
G0694321,7.95,0.0,YES,Abrasives & Polishers / Sanding Abrasives / Adhesive Discs,Norton Abrasives,Z3yrqyfo5oy.JPG,1,0,1,2024-08-26 18:26:15
G0277733,13.19,0.0,YES,Heating & Cooling / Heating Equipment / Heaters & Furnaces / Electric Heaters & Accessories / Electric Heater Accessories / Electric Baseboard Heater Accessories,Dayton,Z0G6o_fo5oy.JPG,1,300,1,2024-08-26 18:25:38
G2287144,8.15,0.0,YES,Adhesives & Tapes / Tapes / Duct Tapes,Nashua,Z-Iwovfo5oy.JPG,1,0,1,2024-08-26 18:26:26
G6208894,7.15,0.0,YES,Power Transmission / Motors / Motor Capacitors / Motor Run Capacitors,Titan Hd,Z-oJ-vlcpEx_.JPG,1,0,1,2024-08-26 18:26:33
G4043864,7.19,0.0,YES,Vehicle Maintenance / Automotive Service & Shop Tools / Service & Shop Tools / Lug Nut Wrenches,Phoenix,Z0K4Iyfo5oy.JPG,1,300,1,2024-08-26 18:25:54
G9680730,18.75,0.0,NO,"Welding, Soldering & Brazing / Welding Protection / Welding Helmet Accessories",Miller Electric,Z2sIyuncpIx_.JPG,1,300,1,2024-08-26 18:26:01
G2684333,3.65,0.0,YES,Electrical Supplies / Fuses & Accessories / Fuses / Glass Fuses,Eaton Bussmann,Z1J6r-fo5oy.JPG,1,0,1,2024-08-26 18:26:50
G5037663,26.49,0.0,YES,Plumbing / Faucets / Kitchen Faucets & Accessories / Water Supply Nozzles,Sani-Lav,Z1p8svpcpEx_.JPG,1,0,1,2024-08-26 18:26:56
G0694321,7.95,0.0,YES,Abrasives & Polishers / Sanding Abrasives / Adhesive Discs,Norton Abrasives,Z3yrqyfo5oy.JPG,1,300,1,2024-08-26 18:26:15
G2287144,8.15,0.0,YES,Adhesives & Tapes / Tapes / Duct Tapes,Nashua,Z-Iwovfo5oy.JPG,1,300,1,2024-08-26 18:26:26
G4446759,79.29,0.0,YES,"Power Transmission / Bearings, V-belts & Power Transmission Equipment / Pulleys & Sheaves / V-Belt Pulleys",Congress,Z1Jwutfo9oy.JPG,1,0,1,2024-08-26 18:27:13
G6208894,7.15,0.0,YES,Power Transmission / Motors / Motor Capacitors / Motor Run Capacitors,Titan Hd,Z-oJ-vlcpEx_.JPG,1,300,1,2024-08-26 18:26:33
G0282265,7.69,0.0,YES,Electrical Supplies / Electrical Boxes & Covers / Electrical Box Hardware,Raco,Z--1Fzfo5oy.JPG,1,0,1,2024-08-26 18:25:44
G4675115,71.35,0.0,YES,Lab Equipment & Supplies / Lab Instruments / Water Quality Testing / Water Testing Meter Accessories,Oakton,Z69JItfo9oy.JPG,1,0,1,2024-08-26 18:27:23
G0364384,51.49,0.0,YES,Raw Materials / Stainless Steel / Stainless Steel Music Wire,Zoro Select,Z07wrvfo5oy.JPG,1,0,1,2024-08-26 18:27:30
G2684333,3.65,0.0,YES,Electrical Supplies / Fuses & Accessories / Fuses / Glass Fuses,Eaton Bussmann,Z1J6r-fo5oy.JPG,1,300,1,2024-08-26 18:26:50
G2036511,49.55,0.0,YES,Plumbing / Plumbing Repair & Maintenance / Plumbing Parts & Accessories / Cartridges and Stems,T&S Brass,Z1q1JwpcpEx_.JPG,1,0,1,2024-08-26 18:27:35
G5037663,26.49,0.0,YES,Plumbing / Faucets / Kitchen Faucets & Accessories / Water Supply Nozzles,Sani-Lav,Z1p8svpcpEx_.JPG,1,300,1,2024-08-26 18:26:56
G2401077,12.85,0.0,YES,"Office, School & Shipping Supplies / Shipping & Packing Supplies / Strapping / Steel Strapping Seals",Zoro Select,Z0_IHxfo5oy.JPG,1,0,1,2024-08-26 18:27:47
G5287764,44.15,0.0,YES,Heating & Cooling / HVACR and Appliance Controls / Controls / Fan Speed Control,Dayton,Z1w1p_jcpIx_.JPG,1,0,1,2024-08-26 18:27:54
G2401077,12.85,0.0,YES,"Office, School & Shipping Supplies / Shipping & Packing Supplies / Strapping / Steel Strapping Seals",Zoro Select,Z0_IHxfo5oy.JPG,1,300,1,2024-08-26 18:27:47
G5287764,44.15,0.0,YES,Heating & Cooling / HVACR and Appliance Controls / Controls / Fan Speed Control,Dayton,Z1w1p_jcpIx_.JPG,1,300,1,2024-08-26 18:27:54
G2623932,25.29,0.0,YES,Plumbing / Faucets / Faucet Repair and Maintenance,T&S Brass,Z1J97vfo5oy.JPG,1,0,1,2024-08-26 18:28:44
G4446759,79.29,0.0,YES,"Power Transmission / Bearings, V-belts & Power Transmission Equipment / Pulleys & Sheaves / V-Belt Pulleys",Congress,Z1Jwutfo9oy.JPG,1,58,1,2024-08-26 18:27:13
G0364384,51.49,0.0,YES,Raw Materials / Stainless Steel / Stainless Steel Music Wire,Zoro Select,Z07wrvfo5oy.JPG,1,55,1,2024-08-26 18:27:30
G2036511,49.55,0.0,YES,Plumbing / Plumbing Repair & Maintenance / Plumbing Parts & Accessories / Cartridges and Stems,T&S Brass,Z1q1JwpcpEx_.JPG,1,84,1,2024-08-26 18:27:35
G4675115,71.35,0.0,YES,Lab Equipment & Supplies / Lab Instruments / Water Quality Testing / Water Testing Meter Accessories,Oakton,Z69JItfo9oy.JPG,1,21,1,2024-08-26 18:27:23
G2623932,25.29,0.0,YES,Plumbing / Faucets / Faucet Repair and Maintenance,T&S Brass,Z1J97vfo5oy.JPG,1,133,1,2024-08-26 18:28:44
